########################################################
zh         Jbb
100.0 0.18764726139231147
102.192 0.197608195243827
104.432 0.20803812571598915
106.721 0.21895130217236417
109.06 0.2303612984231992
111.451 0.242285879456123
113.894 0.25473189841041693
116.39 0.2677097777116029
118.942 0.28123916308171565
121.549 0.2953169588013834
124.213 0.30995391633421016
126.936 0.32515887296214446
129.718 0.34092698894183054
132.562 0.357267540330682
135.467 0.3741637310382867
138.437 0.3916242017123364
141.471 0.4096245398591489
144.572 0.4281596455135321
147.741 0.4472080391806928
150.98 0.466749288739932
154.289 0.4867456143290621
157.671 0.5071717769695369
161.127 0.5279846115816446
164.659 0.5491408991127582
168.268 0.5705851974387056
171.957 0.5922675877304413
175.726 0.6141141605934057
179.578 0.636062391810096
183.514 0.6580322485717803
187.537 0.6799493158144256
191.648 0.7017230507312797
195.848 0.723259188208567
200.141 0.7444753619129435
204.528 0.7652714284262837
209.012 0.7855558928331886
213.593 0.8052243156839971
218.275 0.8241920743770843
223.059 0.8423655461834196
227.949 0.8596682440938255
232.945 0.8760168431943881
238.052 0.8913542770504161
243.27 0.9056188736475212
248.602 0.9187714067901495
254.051 0.9307862992554184
259.62 0.9416527401540099
265.311 0.9513738091218809
271.126 0.9599692020166543
277.069 0.9674773889787393
283.143 0.9739486666832439
289.349 0.9794457139032957
295.691 0.9840443510651536
302.173 0.9878289635125066
308.796 0.9908879182338314
315.565 0.9933140779980417
322.482 0.9951988147034982
329.551 0.9966309209008198
336.775 0.9976933357352856
344.157 0.9984613737078417
351.7 0.9990013705549567
359.41 0.9993698952766856
367.288 0.9996132904217104
375.339 0.9997685475018464
383.566 0.9998639120760605
391.974 0.9999201723361631
400.565 0.9999519549024489
409.346 0.9999691190557017
418.318 0.9999779689119292
427.488 0.9999823397563048
436.858 0.9999844309844147
446.434 0.9999854274861939
456.22 0.9999859275159811
466.22 0.9999862115149741
476.439 0.9999864010378744
486.883 0.9999865429193402
497.555 0.9999866543053216
508.461 0.9999867403495714
519.607 0.9999868017311104
530.996 0.9999868378518703
542.636 0.9999868461277546
554.53 0.9999868247511751
566.685 0.9999867712436977
579.107 0.9999866820231251
591.801 0.9999865536321864
604.773 0.999986379767344
618.029 0.9999861548837439
631.576 0.9999858713519664
645.42 0.999985520544885
659.568 0.9999850905030686
674.025 0.9999845689648509
688.8 0.9999839418481977
703.898 0.9999831940903752
719.327 0.9999823098287608
735.094 0.999981278433568
751.2079999999999 0.9999801017763987
767.674 0.999978786516652
784.501 0.9999773787416024
801.697 0.9999759488984781
819.27 0.9999746178615968
837.2279999999998 0.9999735378411286
855.58 0.9999727721513073
874.3339999999998 0.9999724520857581
893.499 0.9999725426503088
913.084 0.999972931851276
933.099 0.9999734793638964
953.552 0.9999738705364973
974.454 0.9999736610591667
995.8130000000002 0.9999724309709481
1017.64 0.9999692479848966
1039.95 0.9999630377749802
1062.74 0.9999521939248536
1086.04 0.9999344958621011
1109.84 0.9999070919358337
1134.17 0.9998665009222931
1159.03 0.9998088159621618
1184.44 0.9997297643191492
1210.4 0.9996254853469229
1236.93 0.9994926838000248
1264.04 0.9993294707519872
1291.75 0.999135915709268
1320.07 0.9989149163894449
1349.0 0.9986728765260413
1378.57 0.9984198437969612
1408.79 0.9981698225054122
1439.67 0.9979393915532913
1471.23 0.9977447982457761
1503.48 0.9975973661103357
1536.43 0.9974977957438288
1570.11 0.9974350539463186
1604.53 0.9973939789264494
1639.7 0.997363317224277
1675.64 0.9973371980430001
1712.37 0.9973131157442773
1749.9 0.9972901757141467
1788.26 0.9972681535392723
1827.46 0.9972471061848717
1867.52 0.9972271437344726
1908.45 0.9972084038024944
1950.28 0.997190978415673
1993.03 0.9971749473946835
2036.72 0.9971603447896392
2081.37 0.9971472632069661
2126.99 0.9971356956067392
2173.61 0.9971256484959635
2221.26 0.9971171124836345
2269.95 0.9971100913096909
2319.7 0.997104581314362
2370.55 0.9971005035676698
2422.51 0.9970979514667402
2475.61 0.9970968155126374
2529.88 0.9970972215012244
2585.33 0.9970992239769043
2642.0 0.9971030860007741
2699.91 0.9971091846330196
2759.09 0.9971179459419289
2819.57 0.9971295628935365
2881.38 0.9971437674284525
2944.53 0.9971600526879688
3009.08 0.9971780382555213
3075.04 0.9971975030904598
3142.44 0.9972183348134023
3211.32 0.9972404722343854
3281.71 0.9972638707252568
3353.65 0.9972884961213184
3427.16 0.9973143076455928
3502.28 0.9973412700326849
3579.05 0.9973693451075472
3657.5 0.997398488387635
3737.67 0.9974286551942931
3819.6 0.9974597984484197
3903.33 0.9974918674761024
3988.88 0.9975248022519768
4076.32 0.9975585590498413
4165.67 0.997593072849287
4256.98 0.9976282886690832
4350.29 0.9976641456930214
4445.65 0.9977005856003656
4543.1 0.9977375443924189
4642.68 0.9977749542290653
4744.45 0.9978127473133187
4848.44 0.9978508250423384
4954.72 0.9978890560644904
5063.33 0.9979271825959584
5174.31 0.9979646763547405
5287.73 0.9980004127134302
5403.64 0.9980320019803267
5522.09 0.9980548582524164
5643.13 0.9980620131377465
5766.82 0.9980480163629768
5893.23 0.9980185545149745
6022.41 0.9979930391730938
6154.42 0.9979880645577165
6289.32 0.998004987932537
6427.18 0.9980366110436355
6568.06 0.9980759832427344
6712.03 0.9981188407399998
6859.16 0.9981629768042208
7009.51 0.9982073160951463
7163.16 0.9982513478783936
7320.17 0.9982948187084972
7480.63 0.9983376070864896
7644.6 0.9983796418550543
7812.17 0.9984208879068659
7983.41 0.9984613193345309
8158.399999999999 0.9985009222233414
8337.229999999998 0.9985396849259744
8519.979999999998 0.9985776029177124
8706.74 0.9986146708842323
8897.58 0.9986508833153789
9092.62 0.9986862452930784
9291.92 0.9987207517574378
9495.6 0.9987544109416041
9703.74 0.9987872231466324
9916.44 0.9988191940238694
10133.8 0.9988503298522255
10355.9 0.9988806351051928
10582.9 0.998910125322434
10814.9 0.9989388080762912
11052.0 0.998966692076512
11294.2 0.9989937750011416
11541.8 0.9990200888997821
11794.8 0.9990456326332723
12053.3 0.9990704169041736
12317.5 0.999094461788738
12587.5 0.9991177776929032
12863.4 0.9991403755232584
13145.4 0.999162274183637
13433.6 0.9991834843239799
13728.0 0.9992040102180573
14028.9 0.99922387809904
14336.4 0.9992430969775946
14650.7 0.9992616857233955
14971.8 0.9992796491026361
15300.0 0.9992970094465516
15635.4 0.99931377739891
15978.1 0.9993299639599118
16328.3 0.999345584930506
16686.2 0.999360655266226
17052.0 0.9993751893640741
17425.8 0.9993891974181977
17807.7 0.9994026898912352
18198.1 0.9994156872002098
18597.0 0.9994281957092876
19004.6 0.9994402283150614
19421.2 0.9994518003164584
19846.9 0.9994629207469152
20281.9 0.999473633498285
20726.5 0.9994838558862722
21180.8 0.9994936927219392
21645.1 0.9995031245924003
22119.6 0.9995121615746104
22604.4 0.9995208116408376
23099.9 0.9995290879140771
23606.2 0.999536993897312
24123.7 0.9995445532142657
24652.5 0.9995517610678644
25192.8 0.999558629456444
25745.1 0.9995651702365005
26309.4 0.9995713882956557
26886.1 0.9995772930025087
27475.4 0.9995828913549968
28077.7 0.9995881915879686
28693.1 0.9995931991080066
29322.1 0.9995979222362817
29964.8 0.999602365037459
30621.6 0.9996065357724087
31292.8 0.9996104378937741
31978.8 0.9996140787300927
32679.7 0.99961746133204
33396.1 0.9996205915564985
34128.1 0.9996234724305924
34876.2 0.999626108178798
35640.7 0.9996285022264042
36421.9 0.9996306576531363
37220.2 0.9996325761449271
38036.1 0.9996342606950893
38869.8 0.9996357117714688
39721.9 0.9996369317139678
40592.5 0.9996379206040515
41482.3 0.9996386768077824
42391.6 0.999639203815624
43320.8 0.9996394986501771
44270.4 0.9996395598648657
45240.8 0.9996393849586035
46232.5 0.9996389719534399
47245.9 0.9996383170428825
48281.5 0.9996374160790957
49339.8 0.9996362642912489
50421.3 0.9996348559211875
51526.5 0.9996331841815614
52656.0 0.9996312422731395
53810.2 0.9996290217550003
54989.7 0.999626513121684
56195.0 0.9996237061462925
57426.8 0.9996205889262895
58685.6 0.9996171484172937
59972.0 0.9996133713294019
61286.5 0.999609241838544
62629.9 0.9996047436442762
64002.7 0.9995998557086269
65405.7 0.9995945587437612
66839.3 0.9995888286966227
68304.4 0.9995826428745405
69801.6 0.9995759714092034
71331.7 0.9995687869069242
72895.19999999998 0.9995610528911283
74493.1 0.9995527393373044
76125.89999999998 0.9995438034034301
77794.6 0.9995342074518577
79499.8 0.9995238981581477
81242.5 0.9995128248799133
83023.3 0.9995009334933666
84843.1 0.9994881703269184
86702.8 0.9994743882492048
88603.3 0.9994597115588992
90545.5 0.9994436195032672
92530.2 0.9994267699437501
94558.5 0.9994084722747123
96631.2 0.9993888514868128
98749.3 0.9993673669094627
100914.0 0.9993443450364864
103126.0 0.9993195056406259
105386.0 0.9992929042200451
107696.0 0.9992641272213022
110057.0 0.9992326694158045
112469.0 0.9991991597822297
114935.0 0.9991619129699392
117454.0 0.9991225443593152
120029.0 0.9990794022845872
122660.0 0.9990324692131757
125348.0 0.9989815209818356
128096.0 0.9989262608525074
130904.0 0.9988658806894771
133773.0 0.9988003039837678
136705.0 0.9987288952620224
139702.0 0.9986506591564378
142764.0 0.9985656333730942
145893.0 0.9984728075329838
149091.0 0.9983714943659568
152359.0 0.998260961089608
155699.0 0.998140291924772
159112.0 0.9980090769483558
162600.0 0.9978655584734963
166164.0 0.9977094955729661
