########################################################
x         M
0.0007917700431045617 581.7535357039789
0.0008027920604755795 573.7693681700331
0.0008139675123797485 565.895236976966
0.0008252985347378509 558.1296187986495
0.0008367872932042465 550.4710112492961
0.0008484359835807854 542.9179326069586
0.000860246832236484 535.4689215404269
0.0008722220965330408 528.1225368392377
0.000884364065256279 520.8773571469309
0.000896675059053592 513.7319806974147
0.00090915743087748 506.68502505443007
0.0009218135664352608 499.7351268540571
0.0009346458846450409 492.8809415502888
0.000947656838098034 486.1211431634765
0.0009608489135273149 479.45442403189907
0.0009742246322830986 472.8794945660725
0.0009877865508146377 466.39508300606894
0.0010015372611588264 459.9999351816383
0.0010154793914356043 453.6928142751595
0.001029615606350262 447.47250058737285
0.0010439486077027326 441.33779130605586
0.0010584811349039793 435.2875002773001
0.0010732159654995657 429.32045777959775
0.00108815591570052 423.43551030064657
0.0011033038409215842 417.63152031696717
0.0011186626363269595 411.90736607624723
0.0011342352373836476 406.2619413824384
0.0011500246204224952 400.6941553834281
0.0011660338032070483 395.20293236172506
0.001182265845510327 389.78721152769543
0.0011987238496996252 384.44594681566764
0.001215410961329457 379.17810668283727
0.0012323303697427518 373.9826739108154
0.0012494853086804244 368.8586454099754
0.0012668790568994236 363.8050320268407
0.0012845149387993905 358.8208583537319
0.0013023963250580375 353.90516254154795
0.0013205266332753738 349.0569961148622
0.0013389093286268958 344.27542378970463
0.0013575479245258749 339.5595232934986
0.0013764459832948616 334.9083851870411
0.0013956071168465384 330.32111268805943
0.0014150349873740507 325.79682149555344
0.001434733308050948 321.33463961401475
0.0014547058437408677 316.93370717599953
0.0014749564117170991 312.5931762609493
0.0014954888823921644 308.31221070717964
0.0015163071800575554 304.08998591271234
0.0015374152836337676 299.9256886187783
0.0015588172274307768 295.8185166676534
0.0015805171019191004 291.76767872320045
0.001602519054511593 287.77239393828665
0.0016248272903561275 283.83189154829824
0.0016474460731393044 279.94541036277616
0.001670379725901358 276.11219811864754
0.0016936326318623997 272.3315106483824
0.0017172092352601674 268.6026108025494
0.001741114042199434 264.92476705123835
0.0017653516215132433 261.297251669507
0.0017899266056361311 257.7193383902805
0.001814843691489508 254.1902993826316
0.0018401076413793588 250.70940138444914
0.0018657232839064493 247.2759007864082
0.0018916955148891928 243.889037428659
0.0019180292982993736 240.54802683410296
0.0019447296672108869 237.25205056213673
0.0019718017247616934 234.00024432664264
0.001999250645129164 230.79168348176196
0.002027081674518996 227.6253654415062
0.002055300132167904 224.50018856551594
0.002083911411360261 221.41492701561526
0.0021129209804589006 218.36820106920405
0.00214233438395026 215.35844236759598
0.0021721572435040785 212.38385358319186
0.002202395259047844 209.44236201180476
0.0022330542098562 206.53156663697678
0.002264139955655512 203.64867827470985
0.00229565843774382 200.7904524909976
0.002327615680126371 197.95311509208048
0.002360017790666966 195.1322801190964
0.002392870962255332 192.32286043430005
0.002426181473990744 189.51897116429637
0.0024599556923821254 186.7138264648322
0.002494200072564856 183.89963028823146
0.0025289211595345136 181.0674620651384
0.0025641255893977966 178.20715845150153
0.002599820090640857 175.30719253459122
0.0026360114854152863 172.35455213128827
0.002672706690842012 169.33461904208977
0.002709912720333336 166.2310513367361
0.0027476366849333847 163.02567093634147
0.002785885794677212 159.6983589141107
0.002824667359968825 156.22696105577177
0.0028639887929783987 152.58720629619233
0.0029038576090589267 148.7526406739842
0.0029442814281826087 144.69457941795838
0.002985267976397225 140.38207969464972
0.00302682508730278 135.78193640342505
0.003068960703548717 130.8587032045992
0.0031116828783519603 125.5747407084699
0.003154999777036095 119.89029344167572
0.0031989196785919766 113.76359684667487
0.0032434509772600604 107.15101516645716
0.0032886021841347607 100.00721062636524
0.003334381928791143 92.28534385723275
0.003380798960934262 83.93730501724175
0.0034278621520714577 74.91397457427752
0.0034755804972079326 65.1655122156043
0.0035239631165659337 54.641671868191594
0.003573019257327861 43.292140350305324
0.003622758295403652 31.06689674304481
0.003673189737222756 17.916589177980914
0.0037243232215510656 3.7929253919801127
0.0037761685213331376 -11.350926890502006
0.0038287355455600544 -27.559933918150673
0.00388203434116329 -44.87678855356595
0.003936075094934949 -63.34150603040315
0.003990868135474717 -82.99102729387646
0.004046423935163938 -103.85883435356607
0.004102753112167151 -125.97458197219457
0.004159866432461502 -149.3637498440426
0.004217774811894404 -174.04731918605927
0.004276489318269838 -200.04147737840927
0.004336021173463703 -227.35735395489309
0.004396381755568608 -256.00079086448017
0.004457582601068521 -285.9721495099459
0.004519635407043696 -317.26615662627023
0.0045825520334062874 -349.87179059750895
0.004646344505167088 -383.772209334906
0.0047110250147338285 -418.94472035825754
0.004776605924241462 -455.3607932445749
0.004843099767914886 -492.98611414095416
0.004910519254464569 -531.7806815871689
0.0049788772695155085 -571.6989424659782
0.005048186878070017 -612.6899664991729
0.0051184613270047865 -654.6976573400123
0.005189714047602702 -697.6609979827207
0.005261958658119921 -741.5143279175222
0.005335208966388676 -786.1876492120282
0.005409478972456308 -831.6069584916974
0.005484782871261045 -877.6946016306131
0.005561135055345023 -924.3696478446838
0.00563855011760508 -971.5482798032799
0.005717042854081837 -1019.1441963402194
0.0057966282667876075 -1067.0690243514848
0.005877321566573675 -1115.2327365078452
0.005959138176037487 -1163.5440714888325
0.00604209373247031 -1211.9109535521873
0.006126204090845929 -1260.240908390025
0.006211485326850947 -1308.4414723854013
0.006297953739957264 -1356.4205925634915
0.006385625856537339 -1404.0870147347869
0.006474518433022806 -1451.3506575418185
0.006564648459107068 -1498.122970344505
0.006656033160992469 -1544.3172731157547
0.006748690004682676 -1589.8490767524272
0.006842636699320884 -1634.6363824473372
0.006937891200574498 -1678.599959004499
0.0070344717140669285 -1721.6635972119336
0.007132396698857163 -1763.7543406134207
0.007231684870967776 -1804.8026922388756
0.007332355206962042 -1844.7427970607907
0.007434426947570867 -1883.5126001419096
0.007537919601370181 -1921.0539806216805
0.007642852948509538 -1957.3128618621877
0.007749247044492632 -1992.2392982277165
0.007857122224010412 -2025.7875391156797
0.007966499104827579 -2057.9160709821917
0.008077398591723182 -2088.5876382165325
0.008189841880486064 -2117.7692438167355
0.008303850461965932 -2145.432130898244
0.008419446126180818 -2171.5517461362692
0.008536650966481724 -2196.1076862960745
0.008655487383775237 -2219.0836290454367
0.008775978090804925 -2240.46724927117
0.008898146116492337 -2260.2501221399043
0.009022014810338435 -2278.427614146567
0.009147607846886289 -2294.998763391193
0.009274949230245907 -2309.96615031034
0.009404063298682033 -2323.335760069213
0.009534974729265842 -2335.1168377894255
0.009667708542591363 -2345.321737754031
0.009802290107557576 -2353.9657676890884
0.009938745146217062 -2361.0670291778483
0.010077099738692155 -2366.6462552089497
0.010217380328159564 -2370.726645814993
0.010359613725904313 -2373.3337026938407
0.01050382711644411 -2374.495063656986
0.010650048062725005 -2374.240337682317
0.010798304511389386 -2372.600941297985
0.010948624798117326 -2369.609936958019
0.01110103765304226 -2365.30187401795
0.011255572206242062 -2359.7126328561058
0.011412257993306576 -2352.879272632333
0.011571124960982627 -2344.8398831211493
0.011732203472897638 -2335.6334409994033
0.011895524315362897 -2325.2996709230183
0.012061118703257635 -2313.878911671513
0.012229018285995014 -2301.411987598136
0.012399255153571131 -2287.940085574754
0.012571861842698285 -2273.5046375809666
0.012746871343023564 -2258.147209047032
0.012924317103434047 -2241.909393024385
0.013104233038449764 -2224.8327102206276
0.013286653534705622 -2206.9585149099166
0.013471613457523617 -2188.3279066948085
0.013659148157576484 -2168.9816480744444
0.013849293477644154 -2148.9600877467715
0.014042085759464236 -2128.3030895536012
0.014237561850677876 -2107.04996695679
0.014435759111872292 -2085.2394229175093
0.014636715423721375 -2062.9094950366757
0.014840469194225664 -2040.0975058004942
0.015047059366053123 -2016.8400177657375
0.015256525423982105 -1993.1727935102151
0.015468907402447909 -1969.1307601648905
0.015684245893194428 -1944.747978342243
0.01590258205303228 -1920.0576152661422
0.016123957611704945 -1895.0919219109107
0.016348414879864423 -1869.8822139504978
0.016575996757157895 -1844.4588563230084
0.01680674674042696 -1818.8512512117877
0.017040708932021035 -1793.0878292492794
0.017277928048226456 -1767.1960437498149
0.01751844942781292 -1741.2023677812722
0.017762319040698926 -1715.1322938891235
0.018009583496737817 -1689.0103362904756
0.018260290054626142 -1662.8600353605966
0.018514486630936022 -1636.703964238393
0.01877222180927328 -1610.5637373843938
0.019033544849563 -1584.4600209295272
0.019298505697464413 -1558.4125446585329
0.019567154993916824 -1532.4401154789525
0.01983954408481839 -1506.5606322321426
0.02011572503083968 -1480.7911017096635
0.02039575061737384 -1455.147655743888
0.02067967436462522 -1429.6455692489662
0.020967550537838536 -1404.2992790944097
0.021259434157670343 -1379.1224036992583
0.021555381010704925 -1354.1277632419567
0.02185544766011656 -1329.3274003861534
0.022159691456480248 -1304.732601429906
0.02246817054873287 -1280.3539177901755
0.022780943895287 -1256.201187741253
0.023098071275299368 -1232.283558331304
0.023419613300096245 -1208.609507405499
0.02374563142475784 -1185.1868656705255
0.02407618795986395 -1162.022838740248
0.024411346083403188 -1139.124029105768
0.024751169852847896 -1116.4964579794494
0.02509572421739724 -1094.1455869653162
0.025445075030390667 -1072.0763395140725
0.025799289061894225 -1050.2931221229203
0.026158434011462048 -1028.7998452462741
0.026522578521075528 -1007.5999438853688
0.026891792188262563 -986.6963978291155
0.02726614557939949 -966.0917515215446
0.02764571024319816 -945.7881335338999
0.02803055872438073 -925.787275622817
0.028420764577544905 -906.0905313579569
0.02881640238122212 -886.6988943059223
0.029217547752131437 -867.6130157586671
0.02962427735963188 -848.8332219972804
0.030036668940375967 -830.3595310839764
0.0304548013131672 -812.1916691769659
0.0308787543940244 -794.3290863646836
0.03130860921145575 -776.7709720169847
0.03174444792194545 -759.5162696533396
0.03218635382565598 -742.56369132822
0.032634411382348925 -725.9117315362639
0.03308870622752746 -709.558680639786
0.033549325188803485 -693.5026378233323
0.034016356302492744 -677.7415235798485
0.03448988883044074 -662.273091734815
0.03497001327708311 -647.0949410145901
0.03545682140674333 -632.2045261664296
0.035950406261171304 -617.5991686380046
0.03645086217732604 -603.276066824813
0.03695828480540595 -589.2323058941595
0.037472771127130045 -575.4648671951039
0.03799441947427376 -561.9706372636148
0.038523329547462605 -548.7464164327844
0.039059602435227686 -535.7889270581962
0.03960334063332628 -523.0948213684725
0.04015464806433148 -510.66068895114364
0.0407136300974945 -498.4830638844208
0.041280393568883515 -486.5584315251623
0.04185504680180279 -474.88323496333567
0.042437699627496155 -463.4538811536058
0.04302846340613853 -452.2667467342667
0.043627451048119846 -441.3181835436743
0.04423477703562516 -430.6045238447558
0.04485055744451512 -420.1220852672845
0.045474909966511184 -409.86717547815323
0.04610795393168954 -399.8360965894193
0.04674981033128819 -390.0251493137134
0.04740060184083156 -380.4306368765212
0.048060452843576976 -371.04886869485756
0.0487294894542876 -361.8761638311127
0.04940783954333618 -352.90885423139395
0.05009563276114448 -344.1432877567343
0.050793000562962834 -335.5758310159692
0.0515000762339947 -327.2028720084882
0.0522169949148709 -319.02082258490327
0.0529438936274786 -311.02612073351605
0.05368091130114968 -303.2152327003872
0.05442818879921384 -295.5846549502302
0.0551858689459212 -288.13091597547407
0.0559540965537398 -280.85057796047136
0.05673301845103299 -273.7402383074788
0.05752278351012221 -266.79653103118994
0.05832354267574035 -260.01612802799184
0.05913544899388126 -253.39574022608323
0.059958657641050815 -246.93211862237172
0.06079332595392519 -240.62205521191186
0.061639613459422045 -234.4623838152434
0.062497681905190255 -228.44998080906072
0.06336769529052412 -222.58176576523942
0.06424981989770791 -216.85470200303808
0.06514422432379677 -211.26579705945136
0.06605107951284 -205.81210308188352
0.06697055878855296 -200.49071714779868
0.06790283788744367 -195.2987815153326
0.0688480949924008 -190.23348380897596
0.06980651076674893 -185.2920571440958
0.07077826838877811 -180.47178019397072
0.071763553586754 -175.76997720293852
0.07276255467441539 -171.1840179489111
0.07377546258696582 -166.7113176585665
0.07480247091756646 -162.34933687821294
0.07584377595433654 -158.09558130332303
0.07689957671786944 -153.94760156953419
0.07797007499927046 -149.90299300774547
0.0790554753987246 -145.9593953658963
0.08015598536460078 -142.11449249987263
0.08127181523310088 -138.36601203580184
0.08240317826846019 -134.71172500596353
0.08355029070370813 -131.14944546043188
0.08471337178199569 -127.67703005638906
0.08589264379849873 -124.2923776270371
0.08708833214290439 -120.99342873188222
0.0883006653424888 -117.77816519009833
0.08952987510579478 -114.6446095985445
0.09077619636691729 -111.59082483603389
0.09203986733040553 -108.61491355517829
0.09332112951679004 -105.71501766326392
0.09462022780874349 -102.88931779328473
0.0959374104978843 -100.1360327657557
0.0972729293322316 -97.45341903535483
0.09862703956432083 -94.83977002948001
0.1 -92.29341411533586
0.10496832277425808 -83.8707200444431
0.10993664554851618 -76.52881239250321
0.11490496832277426 -70.0917789444845
0.11987329109703236 -64.41784691998913
0.12484161387129045 -59.39182894191128
0.12980993664554852 -54.919383737856876
0.13477825941980662 -50.922663596323396
0.13974658219406472 -47.33698281536868
0.14471490496832282 -44.108243321122615
0.14968322774258092 -41.19092753175988
0.154651550516839 -38.54652035397185
0.15961987329109711 -36.14225881864891
0.1645881960653552 -33.950134029083394
0.1695565188396133 -31.946088991461664
0.1745248416138714 -30.109369680616965
0.1794931643881295 -28.421996842708193
0.1844614871623876 -26.868333575826647
0.18942980993664568 -25.434729377704752
0.1943981327109038 -24.10922561484451
0.1993664554851619 -22.88131061254419
0.20433477825942 -21.741715052103903
0.20930310103367808 -20.682240280195
0.2142714238079362 -19.695613625276433
0.21923974658219433 -18.775365980095916
0.2242080693564524 -17.915727824234256
0.22917639213071048 -17.111540583744173
0.2341447149049686 -16.358180799503085
0.23911303767922673 -15.651495034762338
0.2440813604534848 -14.987743820644544
0.24904968322774287 -14.363553235280081
0.254018006002001 -13.77587295279249
0.25898632877625904 -13.221939793987966
0.2639546515505171 -12.699245970402732
0.2689229743247752 -12.205511344426727
0.27389129709903326 -11.738659136103166
0.27885961987329133 -11.296794596346363
0.2838279426475494 -10.878186240236944
0.2887962654218075 -10.48124929554722
0.29376458819606555 -10.104531072998945
0.2987329109703236 -9.746698007727892
0.3037012337445817 -9.406524157565118
0.30866955651883976 -9.08288097414583
0.31363787929309783 -8.77472818858535
0.3186062020673559 -8.481105675219766
0.323574524841614 -8.201126175432265
0.32854284761587205 -7.933968779325423
0.33351117039013006 -7.678873076472183
0.33847949316438813 -7.435133898486594
0.34344781593864626 -7.202096586045035
0.34841613871290433 -6.979152721480611
0.3533844614871624 -6.765736275406037
0.3583527842614205 -6.561320122140235
0.36332110703567855 -6.365412884196133
0.3682894298099366 -6.177556070832867
0.37325775258419464 -5.99732147980582
0.3782260753584528 -5.824308835041969
0.3831943981327108 -5.658143636102379
0.3881627209069689 -5.498475198034993
0.393131043681227 -5.344974862621141
0.39809936645548505 -5.197334364121266
0.4030676892297431 -5.055264334474678
0.4080360120040012 -4.918492934537298
0.41300433477825926 -4.786764599370448
0.4179726575525173 -4.659838886863629
0.42294098032677535 -4.537489420092267
0.42790930310103353 -4.419502914798936
0.4328776258752916 -4.305678284270773
0.4378459486495496 -4.195825814660369
0.4428142714238077 -4.0897664044953705
0.44778259419806576 -3.987330862736483
0.45275091697232384 -3.888359260296334
0.4577192397465819 -3.792700330422786
0.46268756252084 -3.7002109137889736
0.4676558852950981 -3.610755444526172
0.47262420806935607 -3.524205473788517
0.47759253084361414 -3.440439227754637
0.48256085361787227 -3.3593411972528777
0.4875291763921304 -3.280801756456319
0.4924974991663884 -3.2047168083206437
0.4974658219406465 -3.130987454645568
0.5024341447149046 -3.0595196888269953
0.5074024674891625 -2.990224109538448
0.5123707902634207 -2.923015653728102
0.5173391130376788 -2.857813347461685
0.5223074358119368 -2.7945400732594767
0.5272757585861949 -2.733122352696994
0.532244081360453 -2.6734901431339146
0.5372124041347112 -2.6155766475362663
0.5421807269089691 -2.559318136435906
0.5471490496832272 -2.5046537811525025
0.5521173724574853 -2.4515254974732126
0.5570856952317433 -2.3998777990467257
0.5620540180060014 -2.34965765981035
0.5670223407802595 -2.300814384819939
0.5719906635545176 -2.2532994889030746
0.5769589863287756 -2.2070665825977045
0.5819273091030337 -2.162071264884494
0.5868956318772918 -2.118271022250807
0.5918639546515497 -2.075625133668447
0.5968322774258079 -2.034094581089083
0.601800600200066 -1.9936419650968564
0.606768922974324 -1.9542314253817665
0.6117372457485821 -1.9158285657216576
0.6167055685228402 -1.8784003831834641
0.6216738912970983 -1.8419152012757032
0.6266422140713563 -1.8063426068023503
0.6316105368456144 -1.7716533901857963
0.6365788596198725 -1.7378194890438097
0.6415471823941306 -1.7048139348192992
0.6465155051683886 -1.672610802275992
0.6514838279426467 -1.641185161685467
0.6564521507169048 -1.6105130335441546
0.6614204734911628 -1.580571345667366
0.6663887962654209 -1.5513378925204377
0.671357119039679 -1.5227912966538761
0.6763254418139371 -1.4949109721199236
0.6812937645881951 -1.4676770897549183
0.6862620873624532 -1.4410705442199097
0.6912304101367113 -1.4150729226984917
0.6961987329109692 -1.3896664751578645
0.7011670556852274 -1.364834086083909
0.7061353784594855 -1.3405592476088557
0.7111037012337436 -1.316826033952254
0.7160720240080016 -1.2936190771040788
0.7210403467822597 -1.2709235436803419
0.7260086695565178 -1.2487251128881447
0.7309769923307758 -1.227009955539071
0.7359453151050339 -1.2057647140552665
0.740913637879292 -1.1849764834142829
0.7458819606535501 -1.1646327929834535
0.7508502834278081 -1.1447215891959575
0.7558186062020662 -1.1252312190251408
0.7607869289763242 -1.106150414214819
0.7657552517505822 -1.0874682762271277
0.7707235745248403 -1.0691742618700164
0.7756918972990986 -1.0512581695701455
0.7806602200733564 -1.0337101262585653
0.7856285428476145 -1.0165205748375414
0.7905968656218726 -0.9996802622000064
0.7955651883961308 -0.9831802277733216
0.8005335111703888 -0.9670117925622336
0.8055018339446469 -0.9511665486655032
0.8104701567189051 -0.9356363492435942
0.8154384794931631 -0.9204132989150232
0.8204068022674211 -0.9054897445611169
0.8253751250416792 -0.8908582665189694
0.8303434478159373 -0.8765116701441936
0.8353117705901953 -0.8624429777261671
0.8402800933644534 -0.8486454207387042
0.8452484161387115 -0.8351124324104249
0.8502167389129694 -0.8218376406001641
0.8551850616872275 -0.8088148609629132
0.8601533844614858 -0.7960380903929203
0.8651217072357437 -0.7835015007314818
0.8700900300100017 -0.7711994327268571
0.8750583527842598 -0.7591263902352648
0.8800266755585181 -0.7472770346518866
0.884994998332776 -0.7356461795614236
0.8899633211070341 -0.7242287855985888
0.8949316438812922 -0.7130199555091666
0.8998999666555504 -0.702014929402673
0.9048682894298083 -0.6912090801881922
0.9098366122040664 -0.680597909185449
0.9148049349783246 -0.6701770419035493
0.9197732577525825 -0.6599422239799243
0.9247415805268406 -0.6498893172728101
0.9297099033010989 -0.640014296100436
0.9346782260753568 -0.6303132436209559
0.9396465488496147 -0.6207823483469818
0.9446148716238728 -0.6114179007889559
0.949583194398131 -0.6022162902222998
0.954551517172389 -0.593174001572773
0.9595198399466472 -0.5842876124153563
0.9644881627209053 -0.5755537900819216
0.9694564854951632 -0.5669692888733838
0.9744248082694211 -0.5585309473715654
0.9793931310436793 -0.5502356858474012
0.9843614538179376 -0.5420805037610482
0.9893297765921956 -0.5340624773503825
0.9942980993664536 -0.5261787573044218
0.9992664221407117 -0.5184265665181421
1.0042347449149698 -0.5108031979255555
1.009203067689228 -0.5033060124079186
1.014171390463486 -0.49593243677411986
1.019139713237744 -0.4886799618103356
1.024108036012002 -0.48154614039661153
1.02907635878626 -0.4745285856871098
1.0340446815605182 -0.4676249693523786
1.0390130043347765 -0.4608330198804827
1.0439813271090344 -0.4541505209354472
1.0489496498832924 -0.44757530977026755
1.0539179726575505 -0.4411052756927032
1.0588862954318086 -0.43473835858191684
1.0638546182060666 -0.4284725474538487
1.0688229409803247 -0.42230587907364103
1.0737912637545828 -0.41623643661334336
1.0787595865288409 -0.4102623483532018
1.0837279093030987 -0.40438178642497347
1.088696232077357 -0.39859296559561797
1.0936645548516153 -0.39289414209006873
1.0986328776258731 -0.3872836124514299
1.1036012004001312 -0.38175971243751916
1.1085695231743893 -0.37632081595218
1.1135378459486474 -0.37096533401032894
1.1185061687229054 -0.3656917137353859
1.1234744914971635 -0.36049843738804155
1.1284428142714216 -0.3553840214251286
1.1334111370456796 -0.3503470155877772
1.1383794598199375 -0.34538600201741126
1.1433477825941958 -0.340499594399145
1.148316105368454 -0.33568643713113044
1.153284428142712 -0.33094520451929077
1.15825275091697 -0.32627459999638353
1.163221073691228 -0.3216733553646771
1.168189396465486 -0.31714023006131253
1.1731577192397442 -0.31267401044571913
1.1781260420140025 -0.30827350910819573
1.1830943647882604 -0.30393756419900103
1.1880626875625184 -0.2996650387773383
1.1930310103367765 -0.29545482017941327
1.1979993331110346 -0.29130581940508055
1.2029676558852926 -0.2872169705223097
1.2079359786595507 -0.2831872300890833
1.2129043014338088 -0.2792155765919144
1.2178726242080669 -0.27530100990064554
1.2228409469823247 -0.27144255073880635
1.227809269756583 -0.2676392401692576
1.2327775925308413 -0.2638901390944027
1.2377459153050991 -0.2601943277705614
1.2427142380793572 -0.256550905336173
1.2476825608536153 -0.2529589893532059
1.2526508836278734 -0.24941771536146434
1.2576192064021314 -0.24592623644531889
1.2625875291763895 -0.24248372281255676
1.2675558519506476 -0.23908936138485584
1.2725241747249056 -0.23574235539960808
1.2774924974991635 -0.23244192402266892
1.2824608202734218 -0.22918730197174972
1.28742914304768 -0.22597773915007435
1.292397465821938 -0.2228125002900409
1.297365788596196 -0.21969086460647202
1.302334111370454 -0.2166121254593279
1.307302434144712 -0.21357559002540163
1.3122707569189702 -0.21058057897887159
1.3172390796932285 -0.2076264261803557
1.3222074024674864 -0.20471247837426734
1.3271757252417444 -0.20183809489415802
1.3321440480160025 -0.19900264737588286
1.3371123707902606 -0.1962055194782994
1.3420806935645186 -0.19344610661124959
1.3470490163387767 -0.19072381567074662
1.3520173391130348 -0.18803806478093502
1.3569856618872929 -0.18538828304286256
1.3619539846615507 -0.18277391028963957
1.366922307435809 -0.18019439684798597
1.3718906302100673 -0.17764920330586537
1.3768589529843251 -0.17513780028605144
1.3818272757585832 -0.17265966822547935
1.3867955985328413 -0.1702142971602101
1.3917639213070994 -0.16780118651580508
1.3967322440813574 -0.1654198449030399
1.4017005668556155 -0.1630697899186826
1.4066688896298736 -0.16075054795132876
1.4116372124041316 -0.15846165399203152
1.4166055351783895 -0.15620265144967738
1.4215738579526478 -0.1539730919709234
1.426542180726906 -0.15177253526456747
1.431510503501164 -0.14960054893029354
1.436478826275422 -0.14745670829154908
1.44144714904968 -0.14534059623255557
1.446415471823938 -0.14325180303929144
1.4513837945981962 -0.14118992624432447
1.4563521173724543 -0.13915457047537852
1.4613204401467124 -0.1371453473076259
1.4662887629209704 -0.13516187511943717
1.4712570856952285 -0.13320377895166757
1.4762254084694866 -0.13127069037026318
1.4811937312437446 -0.12936224733215615
1.4861620540180027 -0.12747809405432936
1.4911303767922608 -0.12561788088599438
1.4960986995665189 -0.12378126418376997
1.5010670223407767 -0.12196790618979873
1.506035345115035 -0.12017747491273423
1.5110036678892933 -0.11840964401148377
1.5159719906635511 -0.11666409268166796
1.5209403134378092 -0.11494050554472035
1.5259086362120673 -0.11323857253954975
1.5308769589863254 -0.11155798881668677
1.5358452817605834 -0.1098984546348886
1.5408136045348415 -0.10825967526009772
1.5457819273090996 -0.1066413608667059
1.5507502500833577 -0.10504322644106599
1.5557185728576155 -0.10346499168721238
1.5606868956318738 -0.10190638093470088
1.565655218406132 -0.10036712304850666
1.57062354118039 -0.09884695134100079
1.575591863954648 -0.09734560348584327
1.580560186728906 -0.09586282143385086
1.5855285095031642 -0.09439835133068987
1.5904968322774222 -0.09295194343644858
1.5954651550516803 -0.09152335204694381
1.6004334778259384 -0.09011233541680562
1.6054018006001964 -0.08871865568422183
1.6103701233744545 -0.08734207879735315
1.6153384461487126 -0.08598237444236057
1.6203067689229709 -0.08463931597298954
1.6252750916972287 -0.0833126803416952
1.6302434144714868 -0.08200224803225939
1.6352117372457449 -0.08070780299385635
1.6401800600200027 -0.0794291325765624
1.645148382794261 -0.07816602746822288
1.6501167055685193 -0.07691828163269686
1.6550850283427772 -0.07568569224940495
1.6600533511170352 -0.07446805965416814
1.6650216738912933 -0.07326518728131742
1.6699899966655514 -0.07207688160700473
1.6749583194398094 -0.07090295209373988
1.6799266422140675 -0.06974321113606867
1.6848949649883256 -0.06859747400741142
1.6898632877625837 -0.06746555880800652
1.6948316105368415 -0.06634728641393801
1.6997999333110998 -0.06524248042723274
1.704768256085358 -0.06415096712698441
1.709736578859616 -0.0630725754215057
1.714704901633874 -0.06200713680143745
1.719673224408132 -0.06095448529386117
1.7246415471823902 -0.059914457417324936
1.7296098699566482 -0.05888689213780284
1.7345781927309063 -0.05787163082554994
1.7395465155051644 -0.05686851721283488
1.7445148382794224 -0.05587739735253522
1.7494831610536803 -0.05489811957756411
1.7544514838279386 -0.053930534461120685
1.7594198066021969 -0.052974494777744734
1.7643881293764547 -0.05202985546513813
1.7693564521507128 -0.051096473586769275
1.7743247749249709 -0.05017420829520889
1.7792930976992287 -0.049262920796214575
1.784261420473487 -0.04836247431350252
1.7892297432477453 -0.04747273405424296
1.7941980660220032 -0.04659356717521619
1.7991663887962612 -0.04572484274965476
1.8041347115705195 -0.04486643173471744
1.8091030343447772 -0.044018206939619206
1.8140713571190357 -0.0431800429943677
1.8190396798932933 -0.04235181631911806
1.824008002667552 -0.041533405094125175
1.8289763254418097 -0.04072468923027269
1.833944648216068 -0.03992555034017491
1.8389129709903256 -0.039135871709832966
1.843881293764584 -0.03835553827084038
1.8488496165388415 -0.037584436573123006
1.8538179393131 -0.036822454758189425
1.858786262087358 -0.036069482532909855
1.863754584861616 -0.03532541114377654
1.8687229076358745 -0.03459013335166409
1.8736912304101323 -0.03386354340706264
1.8786595531843904 -0.033145537025781394
1.8836278759586484 -0.0324360113651099
1.8885961987329063 -0.031734865000423926
1.8935645215071648 -0.03104199790223291
1.8985328442814229 -0.03035731141365585
1.9035011670556807 -0.02968070822831696
1.9084694898299388 -0.02901209236865321
1.9134378126041969 -0.028351369164621994
1.9184061353784547 -0.027698445232807466
1.9233744581527128 -0.027053228455904903
1.928342780926971 -0.02641562796259445
1.9333111037012287 -0.025785554107768303
1.9382794264754872 -0.025162918453138478
1.9432477492497453 -0.024547633748185273
1.9482160720240036 -0.023939613911458477
1.9531843947982612 -0.023338774012217033
1.9581527175725195 -0.022745030252405735
1.9631210403467776 -0.022158299948950206
1.968089363121036 -0.021578501516380254
1.9730576858952935 -0.021005554449761137
1.978026008669552 -0.020439379307929776
1.9829943314438097 -0.019879897697037435
1.987962654218068 -0.019327032254381846
1.992930976992326 -0.018780706632526376
1.997899299766584 -0.01824084548370814
2.0028676225408426 -0.017707374444516682
2.0078359453151005 -0.017180220120844962
2.0128042680893588 -0.016659310073110164
2.0177725908636166 -0.016144572801729262
2.022740913637876 -0.01563593773285271
2.0277092364121336 -0.01513333520434975
2.032677559186392 -0.0146366964520348
2.03764588196065 -0.014145953596138752
2.0426142047349085 -0.013661039628011318
2.047582527509167 -0.013181888397058254
2.0525508502834247 -0.01270843459790203
2.0575191730576834 -0.012240613757766966
2.0624874958319417 -0.01177836222407854
2.0674558186062 -0.011321617152280318
2.0724241413804583 -0.010870316493855198
2.077392464154717 -0.010424398984556773
2.082360786928975 -0.00998380413283779
2.0873291097032327 -0.009548472208477102
2.0922974324774914 -0.00911834423140134
2.0972657552517497 -0.008693361960694163
2.102234078026008 -0.008273467883793134
2.1072024008002663 -0.007858605205868011
2.1121707235745246 -0.007448717839378334
2.117139046348783 -0.007043750393806964
2.1221073691230408 -0.006643648165565271
2.1270756918972995 -0.006248357128067119
2.132044014671558 -0.0058578239219691805
2.137012337445816 -0.005471995845573303
2.1419806602200744 -0.005090820845389139
